type,start_x,start_y,end_x,end_y
ground,8850,1650,8900,1700
ground,8900,1650,8950,1700
ground,8950,1650,9000,1700
ground,9000,1650,9050,1700
ground,9050,1650,9100,1700
ground,9100,1650,9150,1700
ground,9150,1650,9200,1700
ground,9200,1650,9250,1700
ground,9250,1650,9300,1700
ground,9300,1650,9350,1700
ground,9350,1650,9400,1700
ground,9400,1650,9450,1700
ground,9450,1650,9500,1700
ground,9500,1650,9550,1700
ground,9550,1650,9600,1700
ground,9600,1650,9650,1700
ground,9650,1650,9700,1700
ground,9700,1650,9750,1700
ground,9750,1650,9800,1700
ground,9800,1650,9850,1700
ground,9850,1650,9900,1700
ground,9900,1650,9950,1700
ground,9950,1650,10000,1700
ground,10000,1650,10050,1700
ground,10050,1650,10100,1700
ground,10100,1650,10150,1700
ground,10150,1650,10200,1700
ground,10200,1650,10250,1700
ground,10250,1650,10300,1700
ground,10300,1650,10350,1700
ground,10350,1650,10400,1700
ground,10400,1650,10450,1700
ground,10450,1650,10500,1700
ground,10500,1650,10550,1700
ground,10550,1650,10600,1700
ground,10600,1650,10650,1700
ground,10650,1650,10700,1700
ground,10700,1650,10750,1700
ground,10750,1650,10800,1700
ground,10800,1650,10850,1700
ground,10850,1650,10900,1700
ground,10900,1650,10950,1700
ground,10950,1650,11000,1700
ground,11000,1650,11050,1700
ground,11050,1650,11100,1700
ground,11100,1650,11150,1700
ground,11150,1650,11200,1700
ground,11200,1650,11250,1700
ground,11250,1650,11300,1700
ground,11300,1650,11350,1700
ground,11350,1650,11400,1700
ground,11400,1650,11450,1700
ground,11450,1650,11500,1700
ground,11500,1650,11550,1700
ground,11550,1650,11600,1700
ground,11600,1650,11650,1700
ground,11650,1650,11700,1700
ground,11700,1650,11750,1700
ground,11750,1650,11800,1700
ground,11800,1650,11850,1700
ground,11850,1650,11900,1700
ground,11900,1650,11950,1700
ground,11950,1650,12000,1700
ground,12000,1650,12050,1700
ground,12050,1650,12100,1700
ground,12100,1650,12150,1700
ground,12150,1650,12200,1700
ground,12200,1650,12250,1700
ground,12250,1650,12300,1700
ground,12300,1650,12350,1700
ground,12350,1650,12400,1700
ground,12400,1650,12450,1700
ground,12450,1650,12500,1700
ground,12500,1650,12550,1700
ground,12550,1650,12600,1700
ground,12600,1650,12650,1700
ground,12650,1650,12700,1700
ground,12700,1650,12750,1700
ground,12750,1650,12800,1700
ground,300,1700,350,1750
ground,350,1700,400,1750
ground,400,1700,450,1750
ground,450,1700,500,1750
ground,500,1700,550,1750
ground,550,1700,600,1750
ground,600,1700,650,1750
ground,650,1700,700,1750
ground,700,1700,750,1750
ground,750,1700,800,1750
ground,800,1700,850,1750
ground,850,1700,900,1750
ground,900,1700,950,1750
ground,950,1700,1000,1750
ground,1000,1700,1050,1750
ground,1100,1700,1150,1750
ground,1650,1700,1700,1750
ground,1700,1700,1750,1750
ground,1750,1700,1800,1750
ground,1800,1700,1850,1750
ground,1900,1700,1950,1750
ground,1950,1700,2000,1750
ground,2000,1700,2050,1750
ground,2100,1700,2150,1750
ground,3550,1700,3600,1750
ground,3600,1700,3650,1750
ground,3650,1700,3700,1750
ground,3750,1700,3800,1750
ground,3800,1700,3850,1750
ground,4500,1700,4550,1750
ground,4550,1700,4600,1750
ground,4600,1700,4650,1750
ground,4650,1700,4700,1750
ground,4700,1700,4750,1750
ground,4750,1700,4800,1750
ground,4800,1700,4850,1750
ground,4850,1700,4900,1750
ground,4900,1700,4950,1750
ground,4950,1700,5000,1750
ground,5000,1700,5050,1750
ground,5050,1700,5100,1750
ground,5100,1700,5150,1750
ground,5150,1700,5200,1750
ground,5200,1700,5250,1750
ground,5250,1700,5300,1750
ground,5300,1700,5350,1750
ground,5350,1700,5400,1750
ground,5400,1700,5450,1750
ground,5450,1700,5500,1750
ground,5500,1700,5550,1750
ground,5550,1700,5600,1750
ground,5600,1700,5650,1750
ground,5650,1700,5700,1750
ground,5700,1700,5750,1750
ground,5750,1700,5800,1750
ground,5800,1700,5850,1750
ground,5850,1700,5900,1750
ground,5900,1700,5950,1750
ground,5950,1700,6000,1750
ground,6000,1700,6050,1750
ground,6050,1700,6100,1750
ground,6100,1700,6150,1750
ground,6150,1700,6200,1750
ground,6200,1700,6250,1750
ground,6250,1700,6300,1750
ground,6300,1700,6350,1750
ground,6350,1700,6400,1750
ground,6400,1700,6450,1750
ground,6450,1700,6500,1750
ground,6500,1700,6550,1750
ground,6550,1700,6600,1750
ground,6850,1700,6900,1750
ground,6900,1700,6950,1750
ground,6950,1700,7000,1750
ground,7000,1700,7050,1750
ground,7050,1700,7100,1750
ground,7100,1700,7150,1750
ground,7150,1700,7200,1750
ground,7200,1700,7250,1750
ground,7250,1700,7300,1750
ground,7300,1700,7350,1750
ground,7350,1700,7400,1750
ground,7400,1700,7450,1750
ground,7450,1700,7500,1750
ground,7500,1700,7550,1750
ground,7550,1700,7600,1750
ground,7600,1700,7650,1750
ground,7650,1700,7700,1750
ground,7700,1700,7750,1750
ground,7750,1700,7800,1750
ground,7800,1700,7850,1750
ground,7850,1700,7900,1750
ground,7900,1700,7950,1750
ground,7950,1700,8000,1750
ground,8000,1700,8050,1750
ground,8050,1700,8100,1750
ground,8100,1700,8150,1750
ground,8150,1700,8200,1750
ground,8200,1700,8250,1750
ground,8250,1700,8300,1750
ground,8300,1700,8350,1750
ground,8350,1700,8400,1750
ground,8400,1700,8450,1750
ground,8450,1700,8500,1750
ground,8500,1700,8550,1750
ground,8550,1700,8600,1750
ground,8600,1700,8650,1750
ground,8650,1700,8700,1750
ground,8700,1700,8750,1750
ground,8750,1700,8800,1750
ground,8800,1700,8850,1750
ground,8850,1700,8900,1750
ground,8900,1700,8950,1750
ground,8950,1700,9000,1750
ground,9000,1700,9050,1750
ground,9050,1700,9100,1750
ground,9100,1700,9150,1750
ground,9150,1700,9200,1750
ground,9200,1700,9250,1750
ground,9250,1700,9300,1750
ground,9300,1700,9350,1750
ground,9350,1700,9400,1750
ground,9400,1700,9450,1750
ground,9450,1700,9500,1750
ground,9500,1700,9550,1750
ground,9550,1700,9600,1750
ground,9600,1700,9650,1750
ground,9650,1700,9700,1750
ground,9700,1700,9750,1750
ground,9750,1700,9800,1750
ground,9800,1700,9850,1750
ground,9850,1700,9900,1750
ground,9900,1700,9950,1750
ground,9950,1700,10000,1750
ground,10000,1700,10050,1750
ground,10050,1700,10100,1750
ground,10100,1700,10150,1750
ground,10150,1700,10200,1750
ground,10200,1700,10250,1750
ground,10250,1700,10300,1750
ground,10300,1700,10350,1750
ground,10350,1700,10400,1750
ground,10400,1700,10450,1750
ground,10450,1700,10500,1750
ground,10500,1700,10550,1750
ground,10550,1700,10600,1750
ground,10600,1700,10650,1750
ground,10650,1700,10700,1750
ground,10700,1700,10750,1750
ground,10750,1700,10800,1750
ground,10800,1700,10850,1750
ground,10850,1700,10900,1750
ground,10900,1700,10950,1750
ground,10950,1700,11000,1750
ground,11000,1700,11050,1750
ground,11050,1700,11100,1750
ground,11100,1700,11150,1750
ground,11150,1700,11200,1750
ground,11200,1700,11250,1750
ground,11250,1700,11300,1750
ground,11300,1700,11350,1750
ground,11350,1700,11400,1750
ground,11400,1700,11450,1750
ground,11450,1700,11500,1750
ground,11500,1700,11550,1750
ground,11550,1700,11600,1750
ground,11600,1700,11650,1750
ground,11650,1700,11700,1750
ground,11700,1700,11750,1750
ground,11750,1700,11800,1750
ground,11800,1700,11850,1750
ground,11850,1700,11900,1750
ground,11900,1700,11950,1750
ground,11950,1700,12000,1750
ground,12000,1700,12050,1750
ground,12050,1700,12100,1750
ground,12100,1700,12150,1750
ground,12150,1700,12200,1750
ground,12200,1700,12250,1750
ground,12250,1700,12300,1750
ground,12300,1700,12350,1750
ground,12350,1700,12400,1750
ground,12400,1700,12450,1750
ground,12450,1700,12500,1750
ground,12500,1700,12550,1750
ground,12550,1700,12600,1750
ground,12600,1700,12650,1750
ground,12650,1700,12700,1750
ground,12700,1700,12750,1750
ground,12750,1700,12800,1750
ground,0,1750,50,1800
ground,50,1750,100,1800
ground,100,1750,150,1800
ground,150,1750,200,1800
ground,200,1750,250,1800
ground,250,1750,300,1800
ground,300,1750,350,1800
ground,350,1750,400,1800
ground,400,1750,450,1800
ground,450,1750,500,1800
ground,500,1750,550,1800
ground,550,1750,600,1800
ground,600,1750,650,1800
ground,650,1750,700,1800
ground,700,1750,750,1800
ground,750,1750,800,1800
ground,800,1750,850,1800
ground,850,1750,900,1800
ground,900,1750,950,1800
ground,950,1750,1000,1800
ground,1000,1750,1050,1800
ground,1050,1750,1100,1800
ground,1100,1750,1150,1800
ground,1450,1750,1500,1800
ground,1500,1750,1550,1800
ground,1550,1750,1600,1800
ground,1600,1750,1650,1800
ground,1650,1750,1700,1800
ground,1700,1750,1750,1800
ground,1750,1750,1800,1800
ground,1800,1750,1850,1800
ground,1900,1750,1950,1800
ground,1950,1750,2000,1800
ground,2000,1750,2050,1800
ground,2250,1750,2300,1800
ground,2750,1750,2800,1800
ground,2800,1750,2850,1800
ground,2850,1750,2900,1800
ground,3050,1750,3100,1800
ground,3100,1750,3150,1800
ground,3200,1750,3250,1800
ground,3250,1750,3300,1800
ground,3350,1750,3400,1800
ground,3650,1750,3700,1800
ground,3750,1750,3800,1800
ground,3800,1750,3850,1800
ground,3850,1750,3900,1800
ground,3900,1750,3950,1800
ground,3950,1750,4000,1800
ground,4500,1750,4550,1800
ground,4550,1750,4600,1800
ground,4600,1750,4650,1800
ground,4650,1750,4700,1800
ground,4700,1750,4750,1800
ground,4750,1750,4800,1800
ground,4800,1750,4850,1800
ground,4900,1750,4950,1800
ground,4950,1750,5000,1800
ground,5000,1750,5050,1800
ground,5050,1750,5100,1800
ground,5100,1750,5150,1800
ground,5150,1750,5200,1800
ground,5200,1750,5250,1800
ground,5250,1750,5300,1800
ground,5300,1750,5350,1800
ground,5350,1750,5400,1800
ground,5400,1750,5450,1800
ground,5450,1750,5500,1800
ground,5500,1750,5550,1800
ground,5550,1750,5600,1800
ground,5600,1750,5650,1800
ground,5650,1750,5700,1800
ground,5700,1750,5750,1800
ground,5750,1750,5800,1800
ground,5800,1750,5850,1800
ground,5850,1750,5900,1800
ground,5900,1750,5950,1800
ground,5950,1750,6000,1800
ground,6000,1750,6050,1800
ground,6050,1750,6100,1800
ground,6100,1750,6150,1800
ground,6150,1750,6200,1800
ground,6200,1750,6250,1800
ground,6250,1750,6300,1800
ground,6300,1750,6350,1800
ground,6350,1750,6400,1800
ground,6400,1750,6450,1800
ground,6450,1750,6500,1800
ground,6500,1750,6550,1800
ground,6550,1750,6600,1800
ground,6850,1750,6900,1800
ground,6900,1750,6950,1800
ground,6950,1750,7000,1800
ground,7000,1750,7050,1800
ground,7050,1750,7100,1800
ground,7100,1750,7150,1800
ground,7150,1750,7200,1800
ground,7200,1750,7250,1800
ground,7250,1750,7300,1800
ground,7300,1750,7350,1800
ground,7350,1750,7400,1800
ground,7400,1750,7450,1800
ground,7450,1750,7500,1800
ground,7500,1750,7550,1800
ground,7550,1750,7600,1800
ground,7600,1750,7650,1800
ground,7650,1750,7700,1800
ground,7700,1750,7750,1800
ground,7750,1750,7800,1800
ground,7800,1750,7850,1800
ground,7850,1750,7900,1800
ground,7900,1750,7950,1800
ground,7950,1750,8000,1800
ground,8000,1750,8050,1800
ground,8050,1750,8100,1800
ground,8100,1750,8150,1800
ground,8150,1750,8200,1800
ground,8200,1750,8250,1800
ground,8250,1750,8300,1800
ground,8300,1750,8350,1800
ground,8350,1750,8400,1800
ground,8400,1750,8450,1800
ground,8450,1750,8500,1800
ground,8500,1750,8550,1800
ground,8550,1750,8600,1800
ground,8600,1750,8650,1800
ground,8650,1750,8700,1800
ground,8700,1750,8750,1800
ground,8750,1750,8800,1800
ground,8800,1750,8850,1800
ground,8850,1750,8900,1800
ground,8900,1750,8950,1800
ground,8950,1750,9000,1800
ground,9000,1750,9050,1800
ground,9050,1750,9100,1800
ground,9100,1750,9150,1800
ground,9150,1750,9200,1800
ground,9200,1750,9250,1800
ground,9250,1750,9300,1800
ground,9300,1750,9350,1800
ground,9350,1750,9400,1800
ground,9400,1750,9450,1800
ground,9450,1750,9500,1800
ground,9500,1750,9550,1800
ground,9550,1750,9600,1800
ground,9600,1750,9650,1800
ground,9650,1750,9700,1800
ground,9700,1750,9750,1800
ground,9750,1750,9800,1800
ground,9800,1750,9850,1800
ground,9850,1750,9900,1800
ground,9900,1750,9950,1800
ground,9950,1750,10000,1800
ground,10000,1750,10050,1800
ground,10050,1750,10100,1800
ground,10100,1750,10150,1800
ground,10150,1750,10200,1800
ground,10200,1750,10250,1800
ground,10250,1750,10300,1800
ground,10300,1750,10350,1800
ground,10350,1750,10400,1800
ground,10400,1750,10450,1800
ground,10450,1750,10500,1800
ground,10500,1750,10550,1800
ground,10550,1750,10600,1800
ground,10600,1750,10650,1800
ground,10650,1750,10700,1800
ground,10700,1750,10750,1800
ground,10750,1750,10800,1800
ground,10800,1750,10850,1800
ground,10850,1750,10900,1800
ground,10900,1750,10950,1800
ground,10950,1750,11000,1800
ground,11000,1750,11050,1800
ground,11050,1750,11100,1800
ground,11100,1750,11150,1800
ground,11150,1750,11200,1800
ground,11200,1750,11250,1800
ground,11250,1750,11300,1800
ground,11300,1750,11350,1800
ground,11350,1750,11400,1800
ground,11400,1750,11450,1800
ground,11450,1750,11500,1800
ground,11500,1750,11550,1800
ground,11550,1750,11600,1800
ground,11600,1750,11650,1800
ground,11650,1750,11700,1800
ground,11700,1750,11750,1800
ground,11750,1750,11800,1800
ground,11800,1750,11850,1800
ground,11850,1750,11900,1800
ground,11900,1750,11950,1800
ground,11950,1750,12000,1800
ground,12000,1750,12050,1800
ground,12050,1750,12100,1800
ground,12100,1750,12150,1800
ground,12150,1750,12200,1800
ground,12200,1750,12250,1800
ground,12250,1750,12300,1800
ground,12300,1750,12350,1800
ground,12350,1750,12400,1800
ground,12400,1750,12450,1800
ground,12450,1750,12500,1800
ground,12500,1750,12550,1800
ground,12550,1750,12600,1800
ground,12600,1750,12650,1800
ground,12650,1750,12700,1800
ground,12700,1750,12750,1800
ground,12750,1750,12800,1800
ground,0,1800,50,1850
ground,50,1800,100,1850
ground,150,1800,200,1850
ground,200,1800,250,1850
ground,250,1800,300,1850
ground,300,1800,350,1850
ground,400,1800,450,1850
ground,450,1800,500,1850
ground,500,1800,550,1850
ground,550,1800,600,1850
ground,600,1800,650,1850
ground,650,1800,700,1850
ground,700,1800,750,1850
ground,750,1800,800,1850
ground,800,1800,850,1850
ground,850,1800,900,1850
ground,900,1800,950,1850
ground,950,1800,1000,1850
ground,1000,1800,1050,1850
ground,1050,1800,1100,1850
ground,1100,1800,1150,1850
ground,1150,1800,1200,1850
ground,1200,1800,1250,1850
ground,1250,1800,1300,1850
ground,1300,1800,1350,1850
ground,1350,1800,1400,1850
ground,1400,1800,1450,1850
ground,1450,1800,1500,1850
ground,1500,1800,1550,1850
ground,1550,1800,1600,1850
ground,1600,1800,1650,1850
ground,1650,1800,1700,1850
ground,1700,1800,1750,1850
ground,1750,1800,1800,1850
ground,1800,1800,1850,1850
ground,1850,1800,1900,1850
ground,1900,1800,1950,1850
ground,1950,1800,2000,1850
ground,2000,1800,2050,1850
ground,2050,1800,2100,1850
ground,2250,1800,2300,1850
ground,2300,1800,2350,1850
ground,2500,1800,2550,1850
ground,2550,1800,2600,1850
ground,2600,1800,2650,1850
ground,2650,1800,2700,1850
ground,2700,1800,2750,1850
ground,2750,1800,2800,1850
ground,2800,1800,2850,1850
ground,2850,1800,2900,1850
ground,2900,1800,2950,1850
ground,2950,1800,3000,1850
ground,3000,1800,3050,1850
ground,3050,1800,3100,1850
ground,3100,1800,3150,1850
ground,3150,1800,3200,1850
ground,3200,1800,3250,1850
ground,3250,1800,3300,1850
ground,3300,1800,3350,1850
ground,3350,1800,3400,1850
ground,3400,1800,3450,1850
ground,3450,1800,3500,1850
ground,3500,1800,3550,1850
ground,3550,1800,3600,1850
ground,3600,1800,3650,1850
ground,3650,1800,3700,1850
ground,3700,1800,3750,1850
ground,3750,1800,3800,1850
ground,3800,1800,3850,1850
ground,3850,1800,3900,1850
ground,3900,1800,3950,1850
ground,3950,1800,4000,1850
ground,4000,1800,4050,1850
ground,4050,1800,4100,1850
ground,4100,1800,4150,1850
ground,4150,1800,4200,1850
ground,4200,1800,4250,1850
ground,4250,1800,4300,1850
ground,4300,1800,4350,1850
ground,4350,1800,4400,1850
ground,4400,1800,4450,1850
ground,4450,1800,4500,1850
ground,4500,1800,4550,1850
ground,4550,1800,4600,1850
ground,4600,1800,4650,1850
ground,4650,1800,4700,1850
ground,4700,1800,4750,1850
ground,4750,1800,4800,1850
ground,4800,1800,4850,1850
ground,4850,1800,4900,1850
ground,4900,1800,4950,1850
ground,4950,1800,5000,1850
ground,5000,1800,5050,1850
ground,5050,1800,5100,1850
ground,5100,1800,5150,1850
ground,5150,1800,5200,1850
ground,5200,1800,5250,1850
ground,5250,1800,5300,1850
ground,5300,1800,5350,1850
ground,5350,1800,5400,1850
ground,5400,1800,5450,1850
ground,5450,1800,5500,1850
ground,5500,1800,5550,1850
ground,5550,1800,5600,1850
ground,5600,1800,5650,1850
ground,5650,1800,5700,1850
ground,5700,1800,5750,1850
ground,5750,1800,5800,1850
ground,5800,1800,5850,1850
ground,5850,1800,5900,1850
ground,5900,1800,5950,1850
ground,5950,1800,6000,1850
ground,6000,1800,6050,1850
ground,6050,1800,6100,1850
ground,6100,1800,6150,1850
ground,6150,1800,6200,1850
ground,6200,1800,6250,1850
ground,6250,1800,6300,1850
ground,6300,1800,6350,1850
ground,6350,1800,6400,1850
ground,6400,1800,6450,1850
ground,6450,1800,6500,1850
ground,6500,1800,6550,1850
ground,6550,1800,6600,1850
ground,6850,1800,6900,1850
ground,6900,1800,6950,1850
ground,6950,1800,7000,1850
ground,7000,1800,7050,1850
ground,7050,1800,7100,1850
ground,7100,1800,7150,1850
ground,7150,1800,7200,1850
ground,7200,1800,7250,1850
ground,7250,1800,7300,1850
ground,7300,1800,7350,1850
ground,7350,1800,7400,1850
ground,7400,1800,7450,1850
ground,7450,1800,7500,1850
ground,7500,1800,7550,1850
ground,7550,1800,7600,1850
ground,7600,1800,7650,1850
ground,7650,1800,7700,1850
ground,7700,1800,7750,1850
ground,7750,1800,7800,1850
ground,7800,1800,7850,1850
ground,7850,1800,7900,1850
ground,7900,1800,7950,1850
ground,7950,1800,8000,1850
ground,8000,1800,8050,1850
ground,8050,1800,8100,1850
ground,8100,1800,8150,1850
ground,8150,1800,8200,1850
ground,8200,1800,8250,1850
ground,8250,1800,8300,1850
ground,8300,1800,8350,1850
ground,8350,1800,8400,1850
ground,8400,1800,8450,1850
ground,8450,1800,8500,1850
ground,8500,1800,8550,1850
ground,8550,1800,8600,1850
ground,8600,1800,8650,1850
ground,8650,1800,8700,1850
ground,8700,1800,8750,1850
ground,8750,1800,8800,1850
ground,8800,1800,8850,1850
ground,8850,1800,8900,1850
ground,8900,1800,8950,1850
ground,8950,1800,9000,1850
ground,9000,1800,9050,1850
ground,9050,1800,9100,1850
ground,9100,1800,9150,1850
ground,9150,1800,9200,1850
ground,9200,1800,9250,1850
ground,9250,1800,9300,1850
ground,9300,1800,9350,1850
ground,9350,1800,9400,1850
ground,9400,1800,9450,1850
ground,9450,1800,9500,1850
ground,9500,1800,9550,1850
ground,9550,1800,9600,1850
ground,9600,1800,9650,1850
ground,9650,1800,9700,1850
ground,9700,1800,9750,1850
ground,9750,1800,9800,1850
ground,9800,1800,9850,1850
ground,9850,1800,9900,1850
ground,9900,1800,9950,1850
ground,9950,1800,10000,1850
ground,10000,1800,10050,1850
ground,10050,1800,10100,1850
ground,10100,1800,10150,1850
ground,10150,1800,10200,1850
ground,10200,1800,10250,1850
ground,10250,1800,10300,1850
ground,10300,1800,10350,1850
ground,10350,1800,10400,1850
ground,10400,1800,10450,1850
ground,10450,1800,10500,1850
ground,10500,1800,10550,1850
ground,10550,1800,10600,1850
ground,10600,1800,10650,1850
ground,10650,1800,10700,1850
ground,10700,1800,10750,1850
ground,10750,1800,10800,1850
ground,10800,1800,10850,1850
ground,10850,1800,10900,1850
ground,10900,1800,10950,1850
ground,10950,1800,11000,1850
ground,11000,1800,11050,1850
ground,11050,1800,11100,1850
ground,11100,1800,11150,1850
ground,11150,1800,11200,1850
ground,11200,1800,11250,1850
ground,11250,1800,11300,1850
ground,11300,1800,11350,1850
ground,11350,1800,11400,1850
ground,11400,1800,11450,1850
ground,11450,1800,11500,1850
ground,11500,1800,11550,1850
ground,11550,1800,11600,1850
ground,11600,1800,11650,1850
ground,11650,1800,11700,1850
ground,11700,1800,11750,1850
ground,11750,1800,11800,1850
ground,11800,1800,11850,1850
ground,11850,1800,11900,1850
ground,11900,1800,11950,1850
ground,11950,1800,12000,1850
ground,12000,1800,12050,1850
ground,12050,1800,12100,1850
ground,12100,1800,12150,1850
ground,12150,1800,12200,1850
ground,12200,1800,12250,1850
ground,12250,1800,12300,1850
ground,12300,1800,12350,1850
ground,12350,1800,12400,1850
ground,12400,1800,12450,1850
ground,12450,1800,12500,1850
ground,12500,1800,12550,1850
ground,12550,1800,12600,1850
ground,12600,1800,12650,1850
ground,12650,1800,12700,1850
ground,12700,1800,12750,1850
ground,12750,1800,12800,1850
ground,0,1850,50,1900
ground,50,1850,100,1900
ground,100,1850,150,1900
ground,150,1850,200,1900
ground,200,1850,250,1900
ground,250,1850,300,1900
ground,300,1850,350,1900
ground,350,1850,400,1900
ground,400,1850,450,1900
ground,450,1850,500,1900
ground,550,1850,600,1900
ground,600,1850,650,1900
ground,650,1850,700,1900
ground,750,1850,800,1900
ground,800,1850,850,1900
ground,850,1850,900,1900
ground,900,1850,950,1900
ground,950,1850,1000,1900
ground,1000,1850,1050,1900
ground,1050,1850,1100,1900
ground,1100,1850,1150,1900
ground,1150,1850,1200,1900
ground,1200,1850,1250,1900
ground,1250,1850,1300,1900
ground,1300,1850,1350,1900
ground,1350,1850,1400,1900
ground,1400,1850,1450,1900
ground,1450,1850,1500,1900
ground,1500,1850,1550,1900
ground,1550,1850,1600,1900
ground,1600,1850,1650,1900
ground,1650,1850,1700,1900
ground,1700,1850,1750,1900
ground,1750,1850,1800,1900
ground,1800,1850,1850,1900
ground,1850,1850,1900,1900
ground,1900,1850,1950,1900
ground,1950,1850,2000,1900
ground,2000,1850,2050,1900
ground,2050,1850,2100,1900
ground,2100,1850,2150,1900
ground,2300,1850,2350,1900
ground,2450,1850,2500,1900
ground,2500,1850,2550,1900
ground,2550,1850,2600,1900
ground,2600,1850,2650,1900
ground,2650,1850,2700,1900
ground,2700,1850,2750,1900
ground,2750,1850,2800,1900
ground,2800,1850,2850,1900
ground,2850,1850,2900,1900
ground,2900,1850,2950,1900
ground,2950,1850,3000,1900
ground,3000,1850,3050,1900
ground,3050,1850,3100,1900
ground,3100,1850,3150,1900
ground,3150,1850,3200,1900
ground,3200,1850,3250,1900
ground,3250,1850,3300,1900
ground,3300,1850,3350,1900
ground,3350,1850,3400,1900
ground,3400,1850,3450,1900
ground,3450,1850,3500,1900
ground,3500,1850,3550,1900
ground,3550,1850,3600,1900
ground,3600,1850,3650,1900
ground,3650,1850,3700,1900
ground,3700,1850,3750,1900
ground,3750,1850,3800,1900
ground,3800,1850,3850,1900
ground,3850,1850,3900,1900
ground,3900,1850,3950,1900
ground,3950,1850,4000,1900
ground,4000,1850,4050,1900
ground,4050,1850,4100,1900
ground,4100,1850,4150,1900
ground,4150,1850,4200,1900
ground,4200,1850,4250,1900
ground,4250,1850,4300,1900
ground,4300,1850,4350,1900
ground,4350,1850,4400,1900
ground,4400,1850,4450,1900
ground,4450,1850,4500,1900
ground,4500,1850,4550,1900
ground,4550,1850,4600,1900
ground,4600,1850,4650,1900
ground,4650,1850,4700,1900
ground,4700,1850,4750,1900
ground,4750,1850,4800,1900
ground,4800,1850,4850,1900
ground,4850,1850,4900,1900
ground,4900,1850,4950,1900
ground,4950,1850,5000,1900
ground,5000,1850,5050,1900
ground,5050,1850,5100,1900
ground,5100,1850,5150,1900
ground,5150,1850,5200,1900
ground,5200,1850,5250,1900
ground,5250,1850,5300,1900
ground,5300,1850,5350,1900
ground,5350,1850,5400,1900
ground,5400,1850,5450,1900
ground,5450,1850,5500,1900
ground,5500,1850,5550,1900
ground,5550,1850,5600,1900
ground,5600,1850,5650,1900
ground,5650,1850,5700,1900
ground,5700,1850,5750,1900
ground,5750,1850,5800,1900
ground,5800,1850,5850,1900
ground,5850,1850,5900,1900
ground,5900,1850,5950,1900
ground,5950,1850,6000,1900
ground,6000,1850,6050,1900
ground,6050,1850,6100,1900
ground,6100,1850,6150,1900
ground,6150,1850,6200,1900
